id	owner	object_type
0xe00de7ebc643b1207e4761393317c31db94202f0020b54e04c702aa19d5604f2	0x79edb84220d6a84fc6d49db0c5041da4729833ef63b520deac26dc95af51dbc5	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x8392d853130b334a7d634a4b1ccea989b356bbdd4e72595dfd639c04376228f5	0xbf8cac260461708159fedb3fb6df5504b92a95b8d02d72dd12ac73a621a712d7	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xad5e368896413d2581d15e5f5bee1c4885acee0513da54efcd45c7e6ef9482c8	0x271b5116846f0a5afa0f3ab478bcd2b98fa38015e57683a4df3d150ea5494523	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xcc60e660a6b0df52aa94b3b53911c129832c3c7fc5489e6e1c14aef7ae3c2d3a	0x31f40c0fb1eebab075932b78bf9561887ee5c2527558d6755e856a60a1eb62f0	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xc18cf301a260b7af854b7b0b2d538d0172f8c10bbae2a43fb42716d60f3861ac	0xc576cf5a1f9709c73d35cad9be959c98c9f347fce4cfdcb6284f66bfd6fd8de4	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x60aa2a1ddee02cb220109db1f93c0171350aa931346d056a029e72d7d28472e6	0xa79942d6922d3e288ddb22e73df8b13ff97a273d290aecfb77df1f217371b1e	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xfc97404d7f3628b9ddb5b6cba10742d544f4adfd00265ec0c42114203eb571c7	0x8178269e461125460c8f8e0f674acdda4acd110576195931e3ae7f1592e7e988	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xfaf2b631696aba380f50e2219b90a6c3d08496573aed469610e5e5fd9e56a683	0xdd8a54a536f35de01661a71ee43a6ce38e635ece46cb211d71adccbc5208e682	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xcca3aadb4ed4c8a7b144e9987bd7cab26963fabf00db5841a694cdef06b8f413	0x50f5946e062edad939ada9109f2668cbda8d29c4b8e0fd1a051cd7517664f560	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x34222593a4f44fd8c89a8edb431d4a6b56101003dfe8ac4e9d89df95fecc7469	0x76dae881c28a36fa64f313bdda2a3a6613d14931b472f63089f2cd5f2fe41103	0x3::coin_store::CoinStore<0x76dae881c28a36fa64f313bdda2a3a6613d14931b472f63089f2cd5f2fe41103::gold::Gold>
0x5f98230b135267342c47402f57434919023b077949a31fc4f98ebf7628005844	0x0	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x38e28d3fe0a25210d0cad450d9faef679bc43bbbb36048f05c8b60cf42f79f2a	0x5aa3b9b120df2203e297d94b86e7a6a8b219305fd084bcdc9a8d22f3f7b968db	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xe506dad2ac9f4f3584f11719a609cda0d4c04bf651955e6a3092c279620c6440	0x49ec660188ba10b1aa48d0edd204e842b8b0f10da3ca42824b55bad68b9ee909	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x6eff2fc132c2f7dca7824aa164533cd00190b8ad62cca1b73caf37adfca6c64c	0x5f2d5f42db833367d0c0ec0f8decf4b2d7826015c2f67dacd8ca0a575019e3a1	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xde185ab51189439b886878004751b09bf202b08d8a0cdec32bc19aa221e5df36	0x28fefc27e0563eaee92866550fd6df4615d960bd8642d860aa6d3e9ab2cd2bc0	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x5b2408c0687edfe3a1c8c0d08dfcde35539bdde6432f6feefdb3be025752d8ae	0x2dab680ec37ee68b6f49f90932783ae762a50a809b31e6d319aaff7ad881fe62	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x4ac520dd6b049cbe1fdee21631e602bb47c0708efe76bff36e702a5be363514b	0x3f51163ac9d84e74975a812e80d551f9e947770882d065945a00006b578a7023	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x5b6a5704f721aa712f3c964bc4fc1ed9d64ac9754dda2ecf1404b5a27b3f5040	0x6f63c1d4c75e46767910e801ee2bc3e101aa1d77e16b0f61eaf15184db687b27	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x8da3cf5b08caec8559b8c92da526c15246e2b5c1761bd20971c4502da418866d	0x141bd8e01795caf82f02d71f69744cf6aa88aeb8d71bf5f0fdfed6b8445eee1	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x14c36a2fd639aa6c011f1cd34ef965f31cb2ad3ce859ac163151ff4e5f65b29d	0x80790166a5a1369a84326d9fc0962001e1a8d8586b73943f0c6a539cdaefa033	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x21561e258a97b5845fc79fbb0ad085e20a0172cdbf25f1a11fb18b0b1ef87c21	0xfde7e7e50c52327ce52fb1c3b35369a5f050d3a60155743272dd30f32c91197b	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x69216ebbf40875fa03bbea49805f06d7ee49c071d589fdd3943b4ce79125e8cb	0xfde7e7e50c52327ce52fb1c3b35369a5f050d3a60155743272dd30f32c91197b	0x3::coin_store::CoinStore<0x701c21bf1c8cd5af8c42983890d8ca55e7a820171b8e744c13f2d9998bf76cc3::grow_bitcoin::GROW>
0x6ca17e465571ed5586b9d65038da179bdb4694256ffed02f68536167292894ba	0x87776d6341ffdbdfa99cdd25d6cf6ff20af56407094f259c64a6bd3c96444283	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x6d136ec521738fc5db8a8c8492513ca688ff5354a4d02483d16153cb7c959ee8	0x7efa53965d5cdd8c3a6f69e4001a6920a53d427a8b4b99de1d1ceb8bd2e0dc5d	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x7af5c28d9614f51a24762dfded4e40021daadf1ea22e348fe431d9f7e311e132	0xa8c1f0ce9417d2860628e765276eaa5de71411e2e1011a8366a613d203f582ff	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xe72c6516201cd018705c3fcfaa981f31522932163af0c44cf16185b7a6e15ed4	0x60881f5456d42299242aff7845b680e87c73a87bcd79a65d4bea7d72cd90085b	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x8bb1948270df6322fe12c20e19ca242d7053b1cad77d9061f724dabf21b28860	0x4513d5b1cf5b5b3a920b834f89977c691f3d55ed030a83cf9263428a213cf3eb	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x032ae2c354276bc012ee02d32aed3cc6d26244a9a59ce344c3788234c52ea80b	0x417926ab78a467dd8108362863def1de076ebb695825ceb4e7322a219ab0e87d	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xfd8e401eef17d9eb9297020c06581daa1d42b62d681cb77fdebcc3129c1cc3dc	0xcd97cae356b64d702ed6cfa32477fb9c2e7e8dea65f17bfc08e2591f473c7d81	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xc82607f3f2d4660b4a9d343d701c9c891fb09131d34984b5df624bc1b0a8f5f6	0x789630b4f140c1a6f7769a4fc7f6cf83ef6899af39a62d2a373191880b3ec594	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x1e6fde1aae3aac8c5a62e7bbc8010c1302300b76bc37399fc03ed128d9cfa3eb	0x9864d5a426ff197b32cfe6af34d953ca1256609a8d4691163990d224b99dfd99	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xf22b2b6a09d8066a9a5761627b5bc609fad4263e0551b31ea3c04095f45dcd4b	0xe454cffdfccf8e4d03030083339fa29356040cee45fd3a51f5046abeaba0681a	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xda5287c6798697fe56daed3bf905007df49937c3afdfd3a5306359e207ffda7b	0x7001112d92e3ecf3f2c8f451df9b93f77e426baadf57e1777cf0f1bc97c5fcc5	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x3a609b71c269c2ea642ba694f701189bcd47fb0e2b63569f215d27f645d52c9a	0xb2126b675b5d4ceb3d52cfeaf7980f6deb0073576a8afa9fbd84278a0da99550	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xc3cdb43cc325c8648a05710fb349e2277c1b009b6ce57656cbba0072902c1f9c	0x227cf8861a121d9759670b1bb7b8b6cbcb9798bb8a1476a3aa3a4676614a058	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x68597746e5121e31d44bb8a6591acb8bb855076df64b80bf600e8cb4be08d426	0x8c390e46447a99b51d6c9ecd40c6ae912be6ad64de30732c207eb0c2de3b859c	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x4565f82816c27ae64d0942bcd1a13e776027088afed8f1c4e1e663ad01782acd	0xa2255018c3d8bff4d56701c2c55f928574f78b9dd772e49c11f4df1b0ac6dd2c	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x1058d2e1fbda447b44d76980712ad902a234f61ab3c3e78105a1fbd4c5301a12	0xfe88a84f5c2b508331475ae552259d1319f873e5680b5fdd650c41730dced646	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xc3edce89aa633329346283a58503a386b6ca4d604a57a90b226a58ffa404871b	0x0	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x43bcbde804645a7fef64857ba1138a457c66893c10dbc5ec3d7e02f23e1731b9	0x1d6f6657fc996008a1e43b8c13805e969a091560d4cea57b1db9f3ce4450d977	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x5d50a58a189050df7cf7f0138d6ada60520d372e42da532fd99c830d95c79a3c	0x7dbf010de194990109e6ae345dece48d1439b9a4027c6a1394c4ad80b9f0a3fc	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x5635a62592c6723f607ddd1d7bbfef9ec5c709d56fd038f770e1d9cf3d3ef2e9	0xa8c1f0ce9417d2860628e765276eaa5de71411e2e1011a8366a613d203f582ff	0x3::coin_store::CoinStore<0x701c21bf1c8cd5af8c42983890d8ca55e7a820171b8e744c13f2d9998bf76cc3::grow_bitcoin::GROW>
0x444b3434ee4ead1917209076a84ba782bfb920bc04a0d35030ffee59dea18437	0xf0919849a42aa204673b15e586614963649a634851589dfbfde326816bed4161	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xfea4647d4a3afee99fb317867d34aa4bf78312fed12c59d1db54e4b7a61fdd9e	0x0	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x7451f4eb9d68eabe5671dbc79254c10452bbfe69f3bd131f04bf28786215648a	0x8980d3a9907a5356edce604ab766840b82b7165ea48043cf57a484522423b96f	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xe0b73a78d23396fa0aa6d880fa1d6829bbe5b4011d3a804e7adaf60103d1d814	0xeb1deb6f1190f86cd4e05a82cfa5775a8a5929da49fac3ab8f5bf23e9181e625	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xc2a80867796b0e9ccc4bf06fadc9de1d16899384fb0991783c016144d7722de4	0x6f9535cc23af2b73c5395ab06e85527a6d83aed3a470882b5888c0a0c3009945	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xb0a69a8de9055feec68bcf51ecec23e4b473cf6babd4b702b6bfc4c511cdbafe	0x0	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x58b67397147d72c00bae921c78aa45b15cf9273177d4b81237e8a33f7acc9832	0x4fd56cb1740b220598fadff5fbfd2668272ad815f86f52997d99c9db2cc6e9fb	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x07e00184b54db8b9d73a69bb40c01f0e9a3118e90246cbc2cec6a722e75c5ab2	0x93f9243c493af9650e54966ef8fa1b4d81a8dd711837bb08e152405922547d79	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x63a1fc2f6e3080d1412ed6dd40aea8a2499668a3562326358ce76f1b6cc76555	0xbe5407bcd155a77917f5e144fef1e3d1345fd3365a32ee7caed769d5c0df80ac	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x1f56a0269877c7d73338cdfe83d99bda0283dceba47403de9560c10e4ff5354f	0xd008e8b092b1e7543f5eaca19977e40265a726a62d7fca56efe21f93c3f2acd8	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x34cacd54191b0339fbc00e0f393b0927986546dd34646c1fa9b18e31343e3928	0x0	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x16b0d9383b4f43ec230c84f388525e8d2294f5bf152662b56d5111225b0bd1b5	0xfd84e89c3d811ac5fdf547f94e569aade28ac1a8fede053c32ae7f83e75d65e3	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xf753ae90b0764b2ede9caa40827eb550f4c5cfb6ffbd6769ed2a57d1334b67f5	0xaacecef23b3fadd8390d2697504f4bd0fe4c4c3cf5670f79795af57662143031	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x5242f11f1bf4caa9659dbd906dd1b0d9e061c3099da917a209e142448a541f94	0x13b0ff27b034ff1f17401d43c59153b19c4f663ef4a949918474e7169c521e8f	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xf4ba342c16c9d8f0af90cb526dd30ea3c905da089fb8ee77d8771069fe2748fa	0x55fdc06de8b6dd8d9b582ddeff0bba22d734419f8ed1d3cbd4944202d28e4d80	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xcffae9701184bba04b653c24f3cd8c5f1ec17b9270b28592658c3362c0cd6df2	0x0	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x45be151a65b498dcf192106f8dd66d49680e7a25d205025f492a48ba4f31badb	0x0	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xe950d43da1dcc9ee426bfe7e048cbfbaf2e4bb6334d2165ec78155ee6618c24f	0xb71bbc7f5f996898b61955a380a68774b869b0e968b8c43a234056eca00ea2c3	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x58aafdc7a1e07374fea6bb7b9f9b122a33c8e5201f242394fa38908a6fbbb453	0x1800236b266bdf229192649ef16fbcfbbd14db9056b59f3a32b67188a4d0d1bf	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x77cb6dd2e5bb394d347fe3fcf2d08467c6fb5e9dbafaa8e6d8e1d39fc975861b	0xd536ca0f9b8a9e3b802efbc98edc0374bcec7ec749344e95c0d30c81abe91109	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x104cca1fb9b6b6be1e04ad8d18aafdf003e6c133c9cd84279433305c6d9bc718	0x40ed86e439cf1a922d21e6495dc941a5b141a48e12a7911b1f0e1e7eac80d2d0	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xb0ef876726912751ddcdf1f26c8e90a0ea6d0fc4421c2a8a9cc4cf137c73cfea	0x40ed86e439cf1a922d21e6495dc941a5b141a48e12a7911b1f0e1e7eac80d2d0	0x3::coin_store::CoinStore<0x76dae881c28a36fa64f313bdda2a3a6613d14931b472f63089f2cd5f2fe41103::gold::Gold>
0xeb86f4250254a1553c0c94932c11635db1645bee6e171cd3d859c3033fef6d48	0x500739c9b0e230a313caff7e23b1591ffe1734376d7870dc1ecc5c21ee3d16e2	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xf32f11a9103094693bce6bcb8db3abb8d1141045b0392db1e8c1938476ab449f	0xe4ca4b1a52adce45fe6ba790dc2b4c581a23123d8dff9e21f9c40ab75a3a256b	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xa3da899409d3d3764c60c1e54a7be8843b87570a873e04540f879424c2c5e448	0x98bea72da5f225721b6c2a6c4eca48e1a374751bbdf55f8f03ca2bf781359bac	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x63df136202c7848183686a392b892cd13a4a893e74fb1272d951b0fc0d3b1f20	0xb1f09ef0d533313e514a2589ed255240c8e0c683de6ea37ad1d8ba38ff7fb414	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x10b6fcb83de26ec714b8b60e5cd53f45a59ea875f17f0a8ebc87ca6760a37fee	0xb4be95ad4a8c9034300fa3883d0c604b24f3b1d56dc30151e61da6b5ec78f3cf	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x26ddce9144d60877c7ba19627206f71fac509801a13d0e15a8daee3d23139e3f	0x5a676e72460b8811346ad106dea5c1c93c59204e56e4f3e142e77690253dca70	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xf77091fcb3dac70006b4f3a2881b9663c8c34882e52430e74217e9d127f43e7e	0x3a02007d53ebf000f0eacfe0b1caf290c31879b43423cece631f23f27528ec3e	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x3c64550b5c377ce3eaf56b19dad9c2ac6e2105d100adcb79c4ee372fedaf5d3e	0x856134273a4337849a71ca8b26588c52cc0f7804494fbcb7b033f33cc498eff5	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0x7633b19d48597e891ad44738cf31a0db3b7d9adf118e715c5015cdd99620fd33	0xbad2817f97ccdba4b09ed103aa59fcc0c8ebc862a42d8b954eab84e80b03b735	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
0xb65cf7b68429e21513499f43eadb7dc83904189c080d0464914f781ea3397bec	0x284d99ed0585bcfc050083c0a9627bf56dc2e1085192dada3fde7ca73186ef08	0x3::coin_store::CoinStore<0x3::gas_coin::RGas>
